postId,createdAt,visibility,updatedAt,content,mediaUrls,groupId,sharedFromPostId
P00472,2024-07-05T17:40:12,group,2025-04-16T19:55:24,Có ai đã chạy A/B test cho landing page chưa?,,,
P00473,2025-10-15T06:25:51,public,2026-02-18T12:34:08,Mình cần bạn học writing task 2.,https://example.com/media/post_00473.jpg,G067,
P00474,2025-12-10T08:55:40,friends,2026-01-17T05:03:50,Mọi người dùng KPI nào để đo hiệu quả content?,,G060,
P00475,2025-03-12T15:39:23,friends,2025-07-07T22:16:10,Có ai đang học system design không?,,G046,
P00476,2024-12-30T17:20:35,public,2025-03-02T21:23:25,Có tài liệu nào học Figma từ cơ bản tới nâng cao không?,https://example.com/media/post_00476.jpg,G027,
P00477,2026-03-28T07:20:11,group,2026-03-28T17:21:50,Mình đang học design system.,https://example.com/media/post_00477.jpg,G029,
P00478,2026-02-20T04:03:42,public,2026-02-25T23:40:06,Mình đang học design system.,https://example.com/media/post_00478.jpg,,
P00479,2026-03-23T05:21:28,group,2026-03-27T05:59:29,Mình đang học về quy trình sales ops.,,G063,
P00480,2025-10-11T22:06:32,group,2025-11-27T18:31:42,Mọi người thấy roadmap Data Analyst nên bắt đầu từ đâu?,,G052,
P00481,2025-09-27T17:51:21,friends,2025-10-06T07:37:17,Mọi người học IELTS listening bằng nguồn nào?,,,
P00482,2025-10-05T16:09:42,friends,2026-03-29T04:28:22,Mọi người recommend tài liệu Spring Boot nhé.,https://example.com/media/post_00482.jpg,G002,
P00483,2024-12-25T17:02:42,public,2025-10-20T19:07:04,Có ai đang học system design không?,,G051,
P00484,2025-12-18T02:11:14,public,2026-01-31T02:16:29,Có ai đang học system design không?,,,
P00485,2024-11-17T07:33:39,friends,2024-11-27T20:21:11,Có ai muốn lập nhóm học FP&A không?,https://example.com/media/post_00485.jpg,G015,
P00486,2025-12-21T05:55:00,friends,2026-03-25T02:44:31,Mọi người góp ý giúp mình layout này với.,,G033,
P00487,2026-03-30T02:40:47,friends,2026-03-30T05:58:45,Mọi người thấy roadmap Data Analyst nên bắt đầu từ đâu?,,G083,
P00488,2024-03-26T10:27:28,group,2025-08-17T01:53:03,Có ai đang học system design không?,,,
P00489,2025-10-10T20:27:05,friends,2026-02-01T10:06:36,Bài này giải thích khá dễ về budgeting.,,G071,
P00490,2026-03-05T10:16:14,group,2026-03-25T23:24:49,Mọi người recommend tài liệu Spring Boot nhé.,,G046,
P00491,2024-08-04T00:35:36,group,2025-08-03T12:45:10,Typography nào dễ dùng cho mobile app?,https://example.com/media/post_00491.jpg,G030,
P00492,2025-03-07T23:42:48,public,2025-08-24T02:20:29,Mọi người dùng KPI nào để đo hiệu quả content?,,G089,
P00493,2024-10-21T18:58:56,friends,2026-03-31T00:32:12,Mọi người học IELTS listening bằng nguồn nào?,https://example.com/media/post_00493.jpg,,
P00494,2026-03-27T18:26:09,public,2026-03-29T03:12:56,Mọi người thấy roadmap Data Analyst nên bắt đầu từ đâu?,,G045,
P00495,2026-02-06T13:35:03,group,2026-03-16T03:47:42,Mọi người góp ý giúp mình layout này với.,,,
P00496,2025-09-26T09:51:22,friends,2025-12-24T01:34:37,Mọi người học IELTS listening bằng nguồn nào?,,G008,
P00497,2026-01-17T08:04:33,group,2026-04-01T10:11:33,Mọi người nghĩ sao về product-market fit?,,G034,
P00498,2026-02-19T00:16:39,public,2026-03-02T01:21:07,Mình đang phân tích hành vi khách hàng cho shop.,,,
P00499,2025-11-01T16:47:07,friends,2026-01-30T14:31:09,Mọi người góp ý giúp mình layout này với.,https://example.com/media/post_00499.jpg,G029,
P00500,2024-08-05T22:37:47,public,2025-08-31T14:45:04,Chia sẻ tài liệu SQL cơ bản cho người mới.,,G020,
P00501,2025-12-03T22:24:47,public,2026-01-16T19:14:05,Có ai đang học system design không?,,G028,
P00502,2025-06-26T21:06:59,friends,2025-08-14T06:45:59,Typography nào dễ dùng cho mobile app?,https://example.com/media/post_00502.jpg,,
P00503,2025-01-05T15:59:51,group,2025-11-03T05:00:02,Có ai đã chạy A/B test cho landing page chưa?,https://example.com/media/post_00503.jpg,,
P00504,2025-11-17T10:26:28,friends,2026-02-24T17:33:46,Ai muốn luyện speaking buổi tối không?,,G067,
P00505,2025-07-17T23:25:03,group,2026-03-21T21:00:16,Chia sẻ case branding mình thấy khá hay.,,G060,
P00506,2025-07-05T21:54:40,public,2026-02-12T04:40:32,Có ai muốn lập nhóm học FP&A không?,,G017,
P00507,2026-02-26T10:20:53,public,2026-02-26T18:23:20,Có ai đã chạy A/B test cho landing page chưa?,https://example.com/media/post_00507.jpg,,
P00508,2025-11-08T03:49:57,group,2026-01-22T08:34:49,Mọi người thấy roadmap Data Analyst nên bắt đầu từ đâu?,,G066,
P00509,2025-10-11T22:12:19,public,2025-12-24T15:04:34,Mọi người thấy roadmap Data Analyst nên bắt đầu từ đâu?,,G075,
P00510,2024-11-05T12:01:45,friends,2025-05-26T04:11:19,Mình cần template content plan cho fanpage.,,,
P00511,2026-03-27T23:17:02,public,2026-03-30T08:07:10,Có ai đang học system design không?,,G046,
P00512,2026-01-18T06:41:16,group,2026-01-24T17:17:29,Mọi người recommend tài liệu Spring Boot nhé.,,G057,
P00513,2025-10-01T06:07:07,friends,2026-02-20T09:48:24,Có ai đang học system design không?,,G051,
P00514,2024-08-17T05:32:32,group,2026-02-23T08:02:41,Mình cần bạn học writing task 2.,https://example.com/media/post_00514.jpg,G023,
P00515,2026-01-28T19:28:27,group,2026-01-30T21:30:33,Có ai đang học system design không?,,G013,
P00516,2025-05-29T11:05:29,public,2026-03-14T09:56:14,Mình cần template content plan cho fanpage.,,,
P00517,2025-06-14T23:37:21,group,2026-01-31T05:54:22,Mọi người học IELTS listening bằng nguồn nào?,https://example.com/media/post_00517.jpg,,
P00518,2024-06-10T05:02:46,group,2024-07-15T23:46:19,Mình cần template content plan cho fanpage.,https://example.com/media/post_00518.jpg,G019,
P00519,2025-10-30T06:35:30,friends,2025-12-12T09:51:58,Chia sẻ tài liệu SQL cơ bản cho người mới.,,G045,
P00520,2026-02-18T18:07:00,group,2026-03-15T17:35:24,Có ai muốn lập nhóm học FP&A không?,,G014,
P00521,2025-03-03T07:05:11,group,2026-03-16T16:50:23,Mình đang học design system.,,,
P00522,2026-01-30T07:39:56,friends,2026-03-29T23:39:57,Chia sẻ case branding mình thấy khá hay.,,,
P00523,2026-02-19T06:56:11,public,2026-03-29T18:39:18,Mình vừa hoàn thành dashboard đầu tiên bằng Power BI.,https://example.com/media/post_00523.jpg,G020,
P00524,2026-02-10T21:23:49,public,2026-03-06T22:39:47,Mọi người dùng KPI nào để đo hiệu quả content?,,G073,
P00525,2026-01-20T05:29:53,friends,2026-02-26T03:21:17,Case study này khá hay cho team kinh doanh.,,,
P00526,2026-01-14T04:28:42,group,2026-02-27T17:08:34,Mọi người học IELTS listening bằng nguồn nào?,,G053,
P00527,2025-09-08T15:33:49,group,2026-01-17T08:05:26,Có ai học dataset Olist không?,https://example.com/media/post_00527.jpg,G007,
P00528,2025-12-30T17:35:15,group,2026-03-25T09:54:27,Mình đang học design system.,,,
P00529,2025-08-25T03:32:32,friends,2026-03-02T06:29:42,Mình đang học về quy trình sales ops.,,G037,
P00530,2024-10-27T04:13:54,public,2025-01-24T01:49:28,Ai muốn luyện speaking buổi tối không?,https://example.com/media/post_00530.jpg,,
P00531,2025-09-13T02:28:58,public,2026-01-13T18:43:03,Mọi người góp ý giúp mình layout này với.,,G010,
P00532,2025-10-26T17:43:02,group,2026-02-01T07:00:05,Có ai muốn lập nhóm học FP&A không?,,,
P00533,2025-09-15T12:47:14,public,2025-11-04T01:34:51,Có ai muốn lập nhóm học FP&A không?,,,
P00534,2025-11-11T08:30:44,group,2026-03-09T05:17:16,Có ai học dataset Olist không?,,G087,
P00535,2025-02-27T02:33:20,friends,2026-03-29T19:24:15,"Mình đang build app nhỏ bằng React, cần góp ý UI.",,,
P00536,2025-10-18T23:24:23,group,2026-03-02T21:06:11,Mình cần bạn học writing task 2.,,,
P00537,2026-01-27T03:19:25,friends,2026-02-23T18:07:22,Chia sẻ bộ từ vựng chủ đề education.,,,
P00538,2025-10-10T01:21:07,public,2026-03-02T00:41:10,Mình đang học quản trị dòng tiền.,https://example.com/media/post_00538.jpg,G071,
P00539,2026-02-20T04:38:06,group,2026-03-04T11:58:24,Mọi người theo dõi chỉ số nào khi phân tích cổ phiếu?,,,
P00540,2025-11-26T22:09:21,public,2026-02-03T16:22:19,Chia sẻ case branding mình thấy khá hay.,,G047,
P00541,2025-05-20T01:49:05,public,2025-10-08T20:42:37,"Mình đang build app nhỏ bằng React, cần góp ý UI.",,,
P00542,2025-06-27T00:12:57,public,2025-12-24T14:27:37,Mọi người học IELTS listening bằng nguồn nào?,,G038,
P00543,2025-10-28T07:22:28,group,2026-03-17T21:10:00,Mọi người recommend tài liệu Spring Boot nhé.,,G046,
P00544,2025-03-21T17:03:34,public,2025-10-18T05:21:29,Mọi người dùng KPI nào để đo hiệu quả content?,https://example.com/media/post_00544.jpg,G019,
P00545,2025-08-13T17:44:05,group,2026-02-06T02:00:39,Có ai đang học system design không?,,G057,
P00546,2025-06-19T22:02:22,public,2025-08-04T02:23:09,Mình đang học quản trị dòng tiền.,,,
P00547,2025-10-19T00:40:57,public,2025-11-23T18:47:06,Mọi người recommend tài liệu Spring Boot nhé.,https://example.com/media/post_00547.jpg,G055,
P00548,2026-03-29T18:44:10,group,2026-03-31T10:47:02,Chia sẻ case branding mình thấy khá hay.,https://example.com/media/post_00548.jpg,,
P00549,2025-04-08T08:01:44,public,2026-01-27T16:42:53,Mọi người dùng KPI nào để đo hiệu quả content?,https://example.com/media/post_00549.jpg,G025,
P00550,2026-02-13T12:10:47,public,2026-03-27T11:04:10,Có ai đã chạy A/B test cho landing page chưa?,,,
P00551,2025-06-19T11:05:34,group,2025-07-24T18:41:05,Có ai đã chạy A/B test cho landing page chưa?,https://example.com/media/post_00551.jpg,G047,
P00552,2025-05-03T00:23:08,group,2026-03-07T07:06:57,Ai muốn luyện speaking buổi tối không?,,,
P00553,2025-05-15T09:56:54,public,2025-12-13T12:46:12,Mọi người nghĩ sao về product-market fit?,,,
P00554,2025-10-03T22:18:58,group,2025-12-13T14:54:10,"Mình đang build app nhỏ bằng React, cần góp ý UI.",,G062,
P00555,2025-04-04T03:48:16,group,2026-03-24T23:32:34,Mọi người có kinh nghiệm tối ưu đơn hàng hoàn không?,,G011,
P00556,2025-10-21T20:09:18,group,2026-02-12T05:40:00,Mình đang học quản trị dòng tiền.,,,
P00557,2026-02-01T10:44:45,group,2026-02-07T10:25:06,Mình đang học quản trị dòng tiền.,,,
P00558,2026-03-17T07:01:57,public,2026-03-19T02:54:28,Mình đang phân tích hành vi khách hàng cho shop.,,G076,
P00559,2026-03-28T18:32:36,group,2026-03-30T11:00:17,Neo4j dùng cho friend suggestion khá hợp.,https://example.com/media/post_00559.jpg,G054,
P00560,2025-12-11T07:51:10,public,2026-03-08T11:56:43,Mình cần template content plan cho fanpage.,,G041,
P00561,2024-11-06T08:06:53,group,2025-06-03T00:48:33,Mình vừa hoàn thành dashboard đầu tiên bằng Power BI.,https://example.com/media/post_00561.jpg,G018,
P00562,2026-03-18T00:21:32,friends,2026-03-30T12:39:28,Mọi người học IELTS listening bằng nguồn nào?,https://example.com/media/post_00562.jpg,,
P00563,2025-07-04T22:37:48,group,2025-11-14T12:39:29,Có ai học dataset Olist không?,,,
P00564,2025-06-19T15:55:10,public,2026-04-01T15:40:50,Ai có bài tập Neo4j hay cho mình xin với.,,,
P00565,2025-12-17T02:38:57,group,2026-01-23T11:25:03,Mình đang học quản trị dòng tiền.,https://example.com/media/post_00565.jpg,,
P00566,2025-08-01T14:04:08,public,2025-09-18T06:45:44,Có tài liệu nào học Figma từ cơ bản tới nâng cao không?,,,
P00567,2026-03-06T12:34:01,public,2026-03-27T02:20:36,Mọi người học IELTS listening bằng nguồn nào?,,G036,
P00568,2026-02-28T04:59:01,group,2026-03-03T01:15:37,Mình đang học về quy trình sales ops.,,,
P00569,2025-07-23T09:11:27,group,2025-07-31T11:09:54,Mọi người học IELTS listening bằng nguồn nào?,,G008,
P00570,2025-11-08T19:14:20,group,2026-03-01T20:38:24,Mọi người nghĩ sao về product-market fit?,,G043,
P00571,2026-01-04T07:23:32,public,2026-02-02T01:56:33,Mình đang học về quy trình sales ops.,,,
P00572,2025-07-13T06:30:50,public,2026-03-23T17:56:42,Chia sẻ vài chỉ số cần theo dõi trong e-commerce.,https://example.com/media/post_00572.jpg,,
P00573,2026-03-04T12:55:13,group,2026-03-12T17:47:06,Mọi người góp ý giúp mình layout này với.,,,
P00574,2025-01-07T22:20:33,group,2026-03-05T05:43:16,Mọi người recommend tài liệu Spring Boot nhé.,https://example.com/media/post_00574.jpg,G062,
P00575,2025-12-30T08:42:21,friends,2026-02-25T19:46:56,Có ai từng làm growth experiment cho startup chưa?,,G090,
P00576,2026-03-15T19:48:21,group,2026-03-15T20:56:14,Chia sẻ tài liệu SQL cơ bản cho người mới.,,G045,
P00577,2026-03-13T01:49:00,public,2026-03-20T02:28:30,Chia sẻ vài chỉ số cần theo dõi trong e-commerce.,,G011,
P00578,2025-10-05T00:12:16,friends,2025-12-05T05:27:24,Ai muốn luyện speaking buổi tối không?,,G068,
P00579,2025-07-27T14:15:39,group,2025-11-29T02:16:18,Có ai từng làm growth experiment cho startup chưa?,,,
P00580,2026-04-01T03:00:50,friends,2026-04-01T04:35:59,Chia sẻ case branding mình thấy khá hay.,https://example.com/media/post_00580.jpg,G078,
P00581,2026-02-01T06:10:26,group,2026-03-26T18:39:07,Bài này giải thích khá dễ về budgeting.,https://example.com/media/post_00581.jpg,,
P00582,2026-01-19T17:30:16,group,2026-02-01T01:49:42,Mọi người recommend tài liệu Spring Boot nhé.,,G013,
P00583,2025-09-22T05:56:45,friends,2025-10-21T14:16:43,Mọi người nghĩ sao về product-market fit?,https://example.com/media/post_00583.jpg,G080,
P00584,2025-10-03T00:19:53,group,2025-10-07T10:02:47,Neo4j dùng cho friend suggestion khá hợp.,https://example.com/media/post_00584.jpg,G062,
P00585,2025-07-26T01:06:33,public,2026-02-16T01:24:28,Mình cần bạn học writing task 2.,,,
P00586,2025-12-07T11:15:34,group,2026-01-22T01:00:13,Bài này giải thích khá dễ về budgeting.,https://example.com/media/post_00586.jpg,G015,
P00587,2024-06-28T17:49:23,group,2025-05-27T12:48:42,Mọi người dùng KPI nào để đo hiệu quả content?,https://example.com/media/post_00587.jpg,,
P00588,2026-03-27T07:50:48,friends,2026-03-30T23:39:03,Mọi người góp ý giúp mình layout này với.,https://example.com/media/post_00588.jpg,G033,
P00589,2024-12-01T04:33:27,public,2026-01-17T10:23:09,Mọi người dùng KPI nào để đo hiệu quả content?,,G025,
P00590,2025-05-06T17:55:58,public,2025-06-30T02:11:46,Có ai muốn lập nhóm học FP&A không?,,G065,
P00591,2024-07-05T18:44:05,public,2025-09-03T18:17:11,Case study này khá hay cho team kinh doanh.,,,
P00592,2025-04-28T10:09:31,friends,2025-10-28T12:32:45,Chia sẻ tài liệu SQL cơ bản cho người mới.,,G045,
P00593,2025-12-25T20:58:06,public,2026-01-07T07:58:27,Mọi người dùng KPI nào để đo hiệu quả content?,,G056,
P00594,2025-03-11T14:38:34,public,2025-08-26T17:25:53,Chia sẻ vài chỉ số cần theo dõi trong e-commerce.,,,
P00595,2026-02-09T11:07:09,friends,2026-02-10T19:41:17,Ai có bài tập Neo4j hay cho mình xin với.,,,
P00596,2025-07-04T19:28:52,group,2026-02-28T17:50:40,Mọi người thấy roadmap Data Analyst nên bắt đầu từ đâu?,,,
P00597,2025-08-25T11:32:30,friends,2025-09-17T07:30:31,Bài này giải thích khá dễ về budgeting.,,G064,
P00598,2024-09-16T01:35:55,public,2024-11-04T01:45:13,Có ai từng làm growth experiment cho startup chưa?,,G037,
P00599,2026-02-19T15:20:55,group,2026-03-18T18:01:44,Mọi người thấy roadmap Data Analyst nên bắt đầu từ đâu?,,G083,
P00600,2026-03-31T10:57:43,friends,2026-04-01T20:27:17,Chia sẻ bộ từ vựng chủ đề education.,,,
P00601,2024-09-20T04:05:14,group,2025-08-01T08:51:38,Typography nào dễ dùng cho mobile app?,https://example.com/media/post_00601.jpg,G024,
P00602,2025-03-08T15:55:00,public,2025-12-07T02:01:39,Mọi người dùng KPI nào để đo hiệu quả content?,,,
P00603,2025-06-01T15:26:19,group,2025-07-06T04:38:04,Mọi người góp ý giúp mình layout này với.,,G030,
P00604,2026-03-22T23:23:14,public,2026-03-26T04:10:04,Mình cần bạn học writing task 2.,,G008,
P00605,2025-01-08T15:01:28,friends,2026-02-17T06:42:21,Mình đang học về quy trình sales ops.,,,
P00606,2026-03-27T13:07:26,group,2026-03-29T20:50:48,Mọi người dùng KPI nào để đo hiệu quả content?,,G040,
P00607,2026-03-03T05:03:13,friends,2026-03-06T22:15:37,Mọi người recommend tài liệu Spring Boot nhé.,https://example.com/media/post_00607.jpg,,
P00608,2025-05-12T00:56:21,public,2025-08-09T23:06:22,Chia sẻ vài chỉ số cần theo dõi trong e-commerce.,,G087,
P00609,2024-11-15T11:28:06,group,2025-01-24T20:06:31,Mọi người dùng KPI nào để đo hiệu quả content?,,G022,
P00610,2026-03-07T18:07:51,public,2026-03-15T11:08:50,Mọi người có kinh nghiệm tối ưu đơn hàng hoàn không?,,G076,
P00611,2024-12-07T11:46:55,public,2025-04-29T01:53:16,Mình đang phân tích hành vi khách hàng cho shop.,https://example.com/media/post_00611.jpg,G049,
P00612,2026-03-17T04:05:17,friends,2026-03-28T12:33:31,Chia sẻ vài chỉ số cần theo dõi trong e-commerce.,https://example.com/media/post_00612.jpg,,
P00613,2025-08-28T04:59:49,public,2026-03-11T05:44:00,Có ai đang học system design không?,,,
P00614,2026-02-25T07:24:28,public,2026-03-05T09:08:29,Có ai đã chạy A/B test cho landing page chưa?,,,
P00615,2026-02-27T02:34:04,friends,2026-03-18T06:39:49,Chia sẻ bộ từ vựng chủ đề education.,,G038,
P00616,2024-12-14T07:04:00,public,2025-09-07T13:56:19,Mình vừa hoàn thành dashboard đầu tiên bằng Power BI.,,G067,
P00617,2025-06-15T09:36:52,group,2026-02-04T01:27:32,Mọi người học IELTS listening bằng nguồn nào?,,,
P00618,2025-12-12T20:25:00,public,2026-03-11T14:04:46,Mình đang học design system.,,G086,
P00619,2026-02-09T15:54:08,public,2026-02-24T12:29:52,Có ai đã chạy A/B test cho landing page chưa?,,,
P00620,2025-09-24T16:58:45,public,2026-01-02T03:26:33,Mình đang học quản trị dòng tiền.,,G044,
P00621,2025-06-02T18:27:59,group,2026-03-15T22:03:00,Có ai đã chạy A/B test cho landing page chưa?,,G022,
P00622,2024-08-23T11:23:28,group,2025-02-28T08:29:15,Mọi người recommend tài liệu Spring Boot nhé.,,,
P00623,2025-10-06T15:58:54,public,2025-12-16T14:55:42,Chia sẻ bộ từ vựng chủ đề education.,https://example.com/media/post_00623.jpg,G004,
P00624,2026-03-22T09:51:08,public,2026-03-27T04:23:59,Typography nào dễ dùng cho mobile app?,https://example.com/media/post_00624.jpg,G039,
P00625,2025-12-25T19:12:22,public,2026-02-16T04:05:51,Có ai từng làm growth experiment cho startup chưa?,,G080,
P00626,2025-12-26T21:14:25,public,2026-01-18T22:07:31,Mình đang học về quy trình sales ops.,,,
P00627,2024-10-26T13:29:05,public,2025-02-11T23:38:42,Mình cần bạn học writing task 2.,,,
P00628,2025-04-25T13:28:04,public,2025-12-17T21:01:09,Bài này giải thích khá dễ về budgeting.,,G044,
P00629,2025-10-07T13:25:52,group,2026-01-12T07:03:17,Bài này giải thích khá dễ về budgeting.,,,
P00630,2026-01-17T01:48:39,group,2026-02-20T00:40:49,Mình cần template content plan cho fanpage.,,,
P00631,2024-06-28T11:47:08,group,2025-06-14T09:11:23,Mình cần template content plan cho fanpage.,,,
P00632,2024-10-23T17:51:39,group,2026-01-12T16:11:46,Mình đang phân tích hành vi khách hàng cho shop.,https://example.com/media/post_00632.jpg,G011,
P00633,2025-09-03T02:26:06,group,2025-10-17T04:20:12,Neo4j dùng cho friend suggestion khá hợp.,,G006,
P00634,2025-05-09T14:58:07,group,2025-10-11T06:47:36,Có ai từng làm growth experiment cho startup chưa?,,,
P00635,2024-04-29T07:28:31,public,2024-11-22T05:41:15,Mọi người nghĩ sao về product-market fit?,,,
P00636,2026-03-26T14:57:04,friends,2026-03-30T03:38:54,Ai có bài tập Neo4j hay cho mình xin với.,,,
P00637,2025-09-14T14:59:13,friends,2026-02-10T22:48:01,Typography nào dễ dùng cho mobile app?,,,
P00638,2024-07-31T16:14:37,group,2025-04-21T09:40:58,Chia sẻ bộ từ vựng chủ đề education.,,G008,
P00639,2026-03-31T18:05:41,group,2026-03-31T19:26:08,Chia sẻ vài chỉ số cần theo dõi trong e-commerce.,https://example.com/media/post_00639.jpg,G087,
P00640,2026-01-22T08:32:43,public,2026-03-27T20:41:43,Bài này giải thích khá dễ về budgeting.,,,
P00641,2025-02-25T17:30:18,friends,2025-08-27T10:57:41,Mọi người recommend tài liệu Spring Boot nhé.,,G062,
P00642,2026-03-16T23:18:57,public,2026-03-18T02:44:13,Chia sẻ vài chỉ số cần theo dõi trong e-commerce.,https://example.com/media/post_00642.jpg,G049,
P00643,2025-12-01T21:20:01,group,2025-12-23T01:33:45,Có ai từng làm growth experiment cho startup chưa?,,,
P00644,2025-10-13T23:21:11,friends,2026-02-22T15:35:11,Có ai học dataset Olist không?,,G026,
P00645,2025-03-29T14:41:02,group,2025-10-03T11:12:47,Có ai từng làm growth experiment cho startup chưa?,https://example.com/media/post_00645.jpg,G070,
P00646,2026-03-05T14:21:39,group,2026-03-15T05:51:19,Bài này giải thích khá dễ về budgeting.,,G020,
P00647,2025-05-01T03:34:59,group,2025-06-06T21:04:10,Chia sẻ bộ từ vựng chủ đề education.,https://example.com/media/post_00647.jpg,,
P00648,2025-05-22T20:21:23,friends,2026-03-12T10:12:42,Có ai đang học system design không?,,G058,
P00649,2026-03-03T05:28:05,public,2026-03-05T10:51:21,Mọi người dùng KPI nào để đo hiệu quả content?,,,
P00650,2025-12-30T01:47:00,friends,2026-02-07T01:33:18,Chia sẻ bộ từ vựng chủ đề education.,,G038,
P00651,2025-10-03T09:09:12,group,2025-11-01T20:34:18,Mọi người theo dõi chỉ số nào khi phân tích cổ phiếu?,https://example.com/media/post_00651.jpg,G044,
P00652,2025-12-07T12:25:49,group,2025-12-15T14:38:27,Chia sẻ case branding mình thấy khá hay.,,G078,
P00653,2025-11-03T11:54:15,public,2026-01-08T09:54:47,Mình đang phân tích hành vi khách hàng cho shop.,,,
P00654,2026-01-03T17:40:42,friends,2026-02-27T22:28:56,Có ai muốn lập nhóm học FP&A không?,https://example.com/media/post_00654.jpg,G071,
P00655,2024-05-28T13:52:11,group,2024-11-06T10:03:03,Mọi người góp ý giúp mình layout này với.,https://example.com/media/post_00655.jpg,G035,
P00656,2026-01-08T10:33:24,public,2026-02-14T20:54:21,Có ai học dataset Olist không?,https://example.com/media/post_00656.jpg,,
P00657,2025-10-20T00:07:29,public,2026-01-02T12:41:37,Ai có bài tập Neo4j hay cho mình xin với.,,,
P00658,2026-02-11T05:24:25,group,2026-03-20T13:48:29,Bài này giải thích khá dễ về budgeting.,https://example.com/media/post_00658.jpg,,
P00659,2026-02-16T23:58:54,friends,2026-02-24T14:44:37,Mọi người theo dõi chỉ số nào khi phân tích cổ phiếu?,https://example.com/media/post_00659.jpg,,
P00660,2024-10-24T04:58:58,group,2025-07-05T17:11:54,Có tài liệu nào học Figma từ cơ bản tới nâng cao không?,,G033,
P00661,2025-03-25T09:05:24,public,2025-06-24T13:11:48,Chia sẻ vài chỉ số cần theo dõi trong e-commerce.,,G011,
P00662,2026-03-28T12:05:12,public,2026-03-31T11:22:49,Bài này giải thích khá dễ về budgeting.,,G015,
P00663,2026-01-07T20:05:05,friends,2026-03-10T01:12:08,Mọi người theo dõi chỉ số nào khi phân tích cổ phiếu?,https://example.com/media/post_00663.jpg,,
P00664,2025-09-18T06:44:23,public,2025-12-02T12:53:54,Có tài liệu nào học Figma từ cơ bản tới nâng cao không?,,,
P00665,2025-12-15T00:13:27,public,2026-01-20T18:46:14,Mình cần template content plan cho fanpage.,https://example.com/media/post_00665.jpg,G078,
P00666,2024-06-05T12:01:33,public,2026-02-18T15:28:47,Có ai học dataset Olist không?,,,
P00667,2025-06-10T15:17:38,group,2025-12-25T11:16:51,Mọi người học IELTS listening bằng nguồn nào?,,G084,
P00668,2025-11-25T07:53:59,public,2026-02-28T13:48:52,Neo4j dùng cho friend suggestion khá hợp.,,G006,
P00669,2026-01-30T18:59:50,group,2026-02-04T21:27:40,Mọi người học IELTS listening bằng nguồn nào?,https://example.com/media/post_00669.jpg,G008,
P00670,2026-04-01T13:20:31,friends,2026-04-01T16:54:10,Mọi người thấy roadmap Data Analyst nên bắt đầu từ đâu?,https://example.com/media/post_00670.jpg,,
P00671,2025-08-20T20:06:04,public,2026-02-05T08:02:54,Mọi người thấy roadmap Data Analyst nên bắt đầu từ đâu?,,,
P00672,2026-03-16T23:35:36,public,2026-03-19T17:25:52,Mình đang phân tích hành vi khách hàng cho shop.,,G009,
P00673,2026-03-18T19:10:27,public,2026-03-20T21:43:48,Mọi người nghĩ sao về product-market fit?,https://example.com/media/post_00673.jpg,G021,
P00674,2025-06-23T16:34:31,public,2025-11-08T03:30:12,Có tài liệu nào học Figma từ cơ bản tới nâng cao không?,,G074,
P00675,2025-11-13T23:30:35,group,2025-11-21T05:12:28,Có tài liệu nào học Figma từ cơ bản tới nâng cao không?,,,
P00676,2025-10-17T05:46:58,group,2025-11-06T05:38:38,Mọi người học IELTS listening bằng nguồn nào?,,G036,
P00677,2025-11-25T17:36:17,public,2026-01-03T07:49:34,Ai muốn luyện speaking buổi tối không?,https://example.com/media/post_00677.jpg,G036,
P00678,2026-01-15T20:58:40,friends,2026-02-23T04:48:19,Chia sẻ vài chỉ số cần theo dõi trong e-commerce.,,G076,
P00679,2025-12-22T11:47:27,group,2026-03-19T08:06:50,Ai muốn luyện speaking buổi tối không?,https://example.com/media/post_00679.jpg,G072,
P00680,2025-03-07T17:11:48,group,2026-03-21T05:28:25,Mình đang học quản trị dòng tiền.,https://example.com/media/post_00680.jpg,G089,
P00681,2026-01-17T15:21:16,public,2026-03-04T19:58:18,Neo4j dùng cho friend suggestion khá hợp.,https://example.com/media/post_00681.jpg,G028,
P00682,2025-07-26T04:45:02,public,2025-12-04T12:42:01,Typography nào dễ dùng cho mobile app?,,,
P00683,2025-08-28T20:38:27,group,2026-02-06T06:26:28,Mọi người có kinh nghiệm tối ưu đơn hàng hoàn không?,https://example.com/media/post_00683.jpg,G011,
P00684,2024-11-27T13:46:34,group,2025-04-20T00:16:39,Mọi người dùng KPI nào để đo hiệu quả content?,,G047,
P00685,2026-03-24T19:42:34,group,2026-03-26T15:57:34,Mình đang phân tích hành vi khách hàng cho shop.,,G011,
P00686,2026-03-15T21:25:27,public,2026-03-26T06:43:57,Ai có bài tập Neo4j hay cho mình xin với.,,G061,
P00687,2026-03-14T13:45:11,public,2026-03-20T14:51:35,Chia sẻ bộ từ vựng chủ đề education.,https://example.com/media/post_00687.jpg,G038,
P00688,2025-10-07T00:48:58,friends,2026-03-03T22:05:27,Chia sẻ tài liệu SQL cơ bản cho người mới.,,G066,
P00689,2026-03-03T22:10:20,public,2026-04-01T04:35:11,Mình cần bạn học writing task 2.,https://example.com/media/post_00689.jpg,,
P00690,2025-03-30T00:24:48,public,2025-05-23T09:27:17,Có ai học dataset Olist không?,,G081,
P00691,2026-01-18T23:30:50,friends,2026-03-16T07:40:43,Ai muốn luyện speaking buổi tối không?,https://example.com/media/post_00691.jpg,,
